Course Code,Course Name,CRN,Type,Section,Time,Day,Instructor,Room Number,Building
ENG 398,Special Topics,78608,Lecture-Discussion,GEU,03:00PM - 03:50PM,MW,"Powers, K",204,Transportation Building
ENG 411,Engineering Ambassadors Leadership Training,77160,Lecture-Discussion,EA,07:00PM - 07:50PM,M,"Amos, JBrown, J",4039,Campus Instructional Facility
ENG 471,Seminar Energy & Sustain Engrg,61836,Lecture-Discussion,A,04:00PM - 04:50PM,W,"Liebenberg, L",114,Transportation Building
ENG 491,Interdisciplinary Design Proj,41009,Lecture,CU1,09:00AM - 09:50AM,TR,"Lembeck, M",0018,Campus Instructional Facility
ENG 491,Interdisciplinary Design Proj,51964,Laboratory-Discussion,SAE,04:00PM - 05:50PM,M,"Singh, S",1404,Siebel Center for Comp Sci
ENG 573,Capstone Project,72466,Discussion/ Recitation,ESN,04:00PM - 04:50PM,M,"Uddin, R",6,Engineering Hall
ENG 591,Engineering Advanced Seminar,71730,Seminar,B,04:00PM - 05:20PM,W,"Wright, A",3018,Campus Instructional Facility
ENG 591,Engineering Advanced Seminar,68241,Lecture-Discussion,MF3,12:00PM - 12:50PM,F,"Gonzalez, D",1306,Everitt Laboratory
ENG 591,Engineering Advanced Seminar,71692,Lecture-Discussion,PRO,04:00PM - 04:50PM,T,"Carter Pipkins, KStites, L",2200,Sidney Lu Mech Engr Bldg
ENG 598,Special Topics,65713,Lecture-Discussion,CPD,04:00PM - 04:50PM,T,"Carter Pipkins, KStites, L",2200,Sidney Lu Mech Engr Bldg
ENG 598,Special Topics,69679,Lecture-Discussion,TL2,11:00AM - 11:50AM,F,"Beckman, MChen, YJohnson, B",1002,Electrical & Computer Eng Bldg
ENG 598,Special Topics,68907,Lecture-Discussion,TL,11:00AM - 11:50AM,F,"Beckman, MChen, YJohnson, B",1002,Electrical & Computer Eng Bldg
ENGL 104,Introduction to Film,33797,Lecture-Discussion,AE2,12:30PM - 01:50PM,TR,"Moore, T",148,Armory
ENGL 104,Introduction to Film,43290,Lecture-Discussion,AE3,10:00AM - 10:50AM,MWF,"Johnson, J",148,Armory
ENGL 104,Introduction to Film,54913,Lecture-Discussion,AE4,11:00AM - 11:50AM,MWF,"Castaneda, C",148,Armory
ENGL 104,Introduction to Film,33810,Lecture-Discussion,AE5,02:00PM - 03:20PM,MW,"Basu, S",148,Armory
ENGL 104,Introduction to Film,45618,Lecture-Discussion,AE6,03:30PM - 04:50PM,MW,"Chatterjee, D",148,Armory
ENGL 109,Intro to Fiction-ACP,33857,Lecture-Discussion,D,10:00AM - 10:50AM,MWF,"Odom, M",131,English Building
ENGL 109,Intro to Fiction-ACP,33850,Lecture-Discussion,E,11:00AM - 11:50AM,MWF,"Rivera Lopez, M",131,English Building
ENGL 109,Intro to Fiction-ACP,39520,Lecture-Discussion,P,03:30PM - 04:45PM,TR,"Landes, B",131,English Building
ENGL 109,Intro to Fiction-ACP,45502,Lecture-Discussion,S,09:30AM - 10:45AM,TR,"Larkin, M",131,English Building
ENGL 115,Intro to British Literature,32291,Lecture-Discussion,M,11:00AM - 11:50AM,MWF,"Mecolli, M",104,English Building
ENGL 116,Introduction to American Literature,32294,Lecture-Discussion,D,12:30PM - 01:45PM,TR,"Hudek, B",150,English Building
ENGL 119,Literature of Fantasy,65040,Lecture,D2,02:00PM - 03:15PM,TR,"Baron, I",69,English Building
ENGL 121,Introduction to Comics,62222,Lecture-Discussion,B,10:00AM - 10:50AM,MWF,"VanCalbergh, M",303,English Building
ENGL 122,The Middle Ages in Popular Culture,71512,Lecture-Discussion,C,09:30AM - 10:45AM,TR,"Koepke, C",119,English Building
ENGL 200,Introduction to the Study of Literature and Culture,32277,Lecture-Discussion,F,02:00PM - 02:50PM,MWF,"Pollock, A",115,English Building
ENGL 200,Introduction to the Study of Literature and Culture,32268,Lecture-Discussion,P,11:00AM - 11:50AM,MWF,"Perry, C",150,English Building
ENGL 200,Introduction to the Study of Literature and Culture,41879,Lecture-Discussion,Q,11:00AM - 12:15PM,TR,"Oh, R",36,English Building
ENGL 200,Introduction to the Study of Literature and Culture,45880,Lecture-Discussion,S,09:30AM - 10:45AM,TR,"Loughran, T",44,English Building
ENGL 202,Medieval Literature and Culture,33890,Lecture-Discussion,D,11:00AM - 11:50AM,MWF,"Menendez, K",140,Henry Administration Bldg
ENGL 207,Romantic Literature and Culture,30150,Lecture-Discussion,P,02:00PM - 02:50PM,MWF,"Underwood, W",303,English Building
ENGL 209,Early British Literature and Culture,33907,Discussion/ Recitation,AD1,10:00AM - 10:50AM,F,"Vowels, G",113,English Building
ENGL 209,Early British Literature and Culture,33909,Discussion/ Recitation,AD2,11:00AM - 11:50AM,F,"Vowels, G",113,English Building
ENGL 209,Early British Literature and Culture,41808,Discussion/ Recitation,AD3,12:00PM - 12:50PM,F,"Dawn, L",123,English Building
ENGL 209,Early British Literature and Culture,41809,Discussion/ Recitation,AD4,01:00PM - 01:50PM,F,"Dawn, L",113,English Building
ENGL 209,Early British Literature and Culture,33895,Lecture,AL1,01:00PM - 01:50PM,MW,"Barrett, R",138,Henry Administration Bldg
ENGL 213,Modernist Literature and Culture,46720,Lecture-Discussion,M,10:00AM - 10:50AM,MWF,"Newcomb, J",150,English Building
ENGL 218,Introduction to Shakespeare,32300,Lecture-Discussion,X,12:00PM - 12:50PM,MWF,"Short, C",104,English Building
ENGL 220,Literature and Science,78138,Lecture-Discussion,Q,12:30PM - 01:45PM,TR,"Morris, D",108,English Building
ENGL 223,Jewish Storytelling,35639,Lecture-Discussion,M,12:30PM - 01:50PM,TR,,310,David Kinley Hall
ENGL 224,Latina/o Popular Culture,61638,Lecture-Discussion,A,09:00AM - 10:20AM,MW,"Rodriguez, R",103,1207 W Oregon
ENGL 245,The Short Story,33947,Lecture-Discussion,P,11:00AM - 11:50AM,MWF,"Crosby, T",303,English Building
ENGL 251,The Twentieth-Century American Novel,32306,Lecture-Discussion,B,12:30PM - 01:45PM,TR,"Gomez, T",169,Davenport Hall
ENGL 253,Topics in Literature and New Media,65156,Lecture-Discussion,F,12:30PM - 01:45PM,TR,"Koepke, C",321,Gregory Hall
ENGL 255,Early American Literature and Culture,33958,Discussion/ Recitation,AD1,10:00AM - 10:50AM,F,"Stewart, V",123,English Building
ENGL 255,Early American Literature and Culture,33959,Discussion/ Recitation,AD2,11:00AM - 11:50AM,F,"Stewart, V",125,English Building
ENGL 255,Early American Literature and Culture,33973,Discussion/ Recitation,AD3,12:00PM - 12:50PM,F,"Druhet, H",135,English Building
ENGL 255,Early American Literature and Culture,33976,Discussion/ Recitation,AD4,01:00PM - 01:50PM,F,"Druhet, H",123,English Building
ENGL 255,Early American Literature and Culture,33954,Lecture,AL1,12:00PM - 12:50PM,MW,"Murison, J",138,Henry Administration Bldg
ENGL 259,Early African American Literature and Culture,55608,Lecture-Discussion,E,09:30AM - 10:45AM,TR,"Freeburg, C",137,Henry Administration Bldg
ENGL 265,Intro to American Indian Lit,56113,Lecture-Discussion,A,11:00AM - 12:15PM,TR,"Rymhs, D",119,English Building
ENGL 266,Grimm's Fairy Tales in Context,61903,Discussion/ Recitation,AD1,12:00PM - 12:50PM,F,"Agu, BJenkins, R",222,David Kinley Hall
ENGL 266,Grimm's Fairy Tales in Context,61904,Discussion/ Recitation,AD2,01:00PM - 01:50PM,F,"Agu, BJenkins, R",222,David Kinley Hall
ENGL 266,Grimm's Fairy Tales in Context,61905,Discussion/ Recitation,AD3,02:00PM - 02:50PM,F,"Agu, BJenkins, R",222,David Kinley Hall
ENGL 266,Grimm's Fairy Tales in Context,61869,Lecture,AL1,12:00PM - 12:50PM,MW,"Jenkins, R",1092,Lincoln Hall
ENGL 269,The Holocaust in Context,61872,Lecture,AE1,12:00PM - 01:20PM,TR,"Hunt, A",1302,Everitt Laboratory
ENGL 273,"American Cinema, 1950-2000",32191,Lecture-Discussion,D,09:30AM - 11:30AM,TR,"Basu, A",147,Armory
ENGL 275,Am Indian and Indigenous Film,59794,LaboratoryLecture,AB1AB1,02:00PM - 04:50PM110011:00AM - 11:50AM,W      MW,"Yang, BRyan Burchfield, R",1022,Lincoln Hall1022 Lincoln Hall
ENGL 277,Gender in Gaming,79907,Laboratory-Discussion,GEN,11:00AM - 12:30PM,MW,"Starks, K",29,Psychology Building
ENGL 280,Women Writers,39491,Lecture-Discussion,Q,09:00AM - 09:50AM,MWF,"Johnson, A",150,English Building
ENGL 285,Postcolonial Literature in English,32221,Lecture-Discussion,E,01:00PM - 01:50PM,MWF,"Basu, M",150,English Building
ENGL 286,Asian American Literature,41927,Lecture-Discussion,F,02:00PM - 02:50PM,MWF,"Villanueva, C",137,Henry Administration Bldg
ENGL 301,Introduction to Critical Theory,50625,Lecture-Discussion,C,10:00AM - 10:50AM,MWF,"Fadely, P",104,English Building
ENGL 301,Introduction to Critical Theory,54605,Lecture-Discussion,M,01:00PM - 01:50PM,MWF,"Gilmore, S",127,English Building
ENGL 301,Introduction to Critical Theory,50626,Lecture-Discussion,S,12:30PM - 01:45PM,TR,"Loughran, T",127,English Building
ENGL 325,Topics in LGBT Literature and Film,53222,Lecture-Discussion,D,12:00PM - 01:50PM,MW,"Somerville, S",147,Armory
ENGL 330,Slavery and Identity,66192,Lecture-Discussion,CHP,11:00AM - 12:15PM,TR,"Wright, D",212,1205 W Oregon
ENGL 350,"Writing about Literature, Text, and Culture",71519,Lecture-Discussion,E,01:00PM - 01:50PM,MWF,"McNulty, T",36,English Building
ENGL 350,"Writing about Literature, Text, and Culture",71515,Lecture-Discussion,F,12:30PM - 01:45PM,TR,"McKinney, C",61,English Building
ENGL 350,"Writing about Literature, Text, and Culture",71517,Lecture-Discussion,X,11:00AM - 12:15PM,TR,"Baron, I",127,English Building
ENGL 360,Environmental Writing,68560,Lecture,A,12:30PM - 01:50PM,TR,"Kanter, R",205,Gregory Hall
ENGL 373,Special Topics in Film Studies,49170,Lecture-Discussion,G,12:00PM - 01:50PM,MW,"Newcomb, J",148,Armory
ENGL 378,Fairy Tales & Gender Formation,61295,Lecture-Discussion,Q,02:00PM - 03:20PM,TR,,333,Armory
ENGL 396,English Honors Seminar,32226,Lecture-Discussion,C,10:00AM - 10:50AM,MWF,"Gaedtke, A",135,English Building
ENGL 396,English Honors Seminar,40420,Lecture-Discussion,F,11:00AM - 12:15PM,TR,"Mack, K",135,English Building
ENGL 402,Descriptive English Grammar,34483,Lecture-Discussion,1G,12:00PM - 12:50PM,MWF,"Russell, L",69,English Building
ENGL 402,Descriptive English Grammar,34481,Lecture-Discussion,1U,12:00PM - 12:50PM,MWF,"Russell, L",69,English Building
ENGL 404,Engl Grammar for ESL Teachers,62761,Lecture-Discussion,G4,11:00AM - 11:50AM,MWF,"Ionin, T",111,Gregory Hall
ENGL 404,Engl Grammar for ESL Teachers,62760,Lecture-Discussion,U3,11:00AM - 11:50AM,MWF,"Ionin, T",111,Gregory Hall
ENGL 407,Introduction to Old English,49440,Lecture-Discussion,1G,02:00PM - 03:15PM,TR,"Newton, K",115,English Building
ENGL 407,Introduction to Old English,49439,Lecture-Discussion,1U,02:00PM - 03:15PM,TR,"Newton, K",115,English Building
ENGL 423,Milton,40365,Lecture-Discussion,1G,09:00AM - 09:50AM,MWF,"Perry, C",127,English Building
ENGL 423,Milton,39495,Lecture-Discussion,1U,09:00AM - 09:50AM,MWF,"Perry, C",127,English Building
ENGL 455,Major Authors,40444,Lecture-Discussion,1G,10:00AM - 10:50AM,MWF,"Hutner, G",127,English Building
ENGL 455,Major Authors,39507,Lecture-Discussion,1U,10:00AM - 10:50AM,MWF,"Hutner, G",127,English Building
ENGL 460,Literature of American Minorities,42979,Lecture-Discussion,1G,11:00AM - 12:15PM,TR,"Freeburg, C",149,English Building
ENGL 460,Literature of American Minorities,43577,Lecture-Discussion,1U,11:00AM - 12:15PM,TR,"Freeburg, C",149,English Building
ENGL 461,Advanced Topics in Literature and Culture,51247,Lecture-Discussion,1G,02:00PM - 03:20PM,TR,"Morris, D",119,English Building
ENGL 461,Advanced Topics in Literature and Culture,51246,Lecture-Discussion,1U,02:00PM - 03:20PM,TR,"Morris, D",119,English Building
ENGL 477,Advanced Environmental Writing,69327,Lecture-Discussion,P,02:00PM - 03:15PM,TR,"Wood, G",113,Davenport Hall
ENGL 481,Composition Theory and Practice,40460,Lecture-Discussion,1G,01:00PM - 01:50PM,MWF,"Kinzy, D",137,Henry Administration Bldg
ENGL 481,Composition Theory and Practice,47718,Lecture-Discussion,1U,01:00PM - 01:50PM,MWF,"Kinzy, D",137,Henry Administration Bldg
ENGL 503,Historiography of Cinema,43343,Lecture-Discussion,1,01:00PM - 04:50PM,M,"Turnock, J",336,Gregory Hall
ENGL 505,Writing Studies,35705,Lecture-Discussion,S,02:00PM - 03:15PM,TR,"McKinney, C",,
ENGL 559,Seminar Afro-American Lit,43014,Lecture-Discussion,R,09:00AM - 11:50AM,R,"Hunt, I",61,English Building
ENGL 563,Seminar Themes and Movements,39506,Lecture-Discussion,A,12:30PM - 02:50PM,T,"Basu, A",301,Architecture Building
ENGL 564,Seminar Lit Modes and Genres,43015,Lecture-Discussion,Q,12:30PM - 02:50PM,R,"Oh, R",307,English Building
ENGL 593,Professional Seminar in College Teaching,32361,Lecture-Discussion,M,09:00AM - 11:50AM,T,"McDuffie, K",382,Education Building
ENSU 310,Renewable & Alternative Energy,79409,Lecture-Discussion,JT,08:00AM - 09:20AM,TR,"Tomkin, J",,
ENVS 210,Environmental Economics,61570,Discussion/ Recitation,AD1,10:00AM - 10:50AM,F,"Damon, L",48,"Literatures, Cultures, & Ling"
ENVS 210,Environmental Economics,61577,Discussion/ Recitation,AD2,11:00AM - 11:50AM,F,"Damon, L",24,"Literatures, Cultures, & Ling"
ENVS 210,Environmental Economics,61582,Discussion/ Recitation,AD3,01:00PM - 01:50PM,F,"Damon, L",320,Mumford Hall
ENVS 210,Environmental Economics,61587,Discussion/ Recitation,AD4,02:00PM - 02:50PM,F,"Damon, L",320,Mumford Hall
ENVS 210,Environmental Economics,61592,Discussion/ Recitation,AD5,01:00PM - 01:50PM,F,"Damon, L",209,David Kinley Hall
ENVS 210,Environmental Economics,61597,Discussion/ Recitation,AD6,02:00PM - 02:50PM,F,"Damon, L",209,David Kinley Hall
ENVS 210,Environmental Economics,61565,Lecture,AL1,02:00PM - 02:50PM,MW,"Damon, L",103,Mumford Hall
ENVS 220,Communicating Agriculture,39322,Lecture-Discussion,B,12:30PM - 01:50PM,TR,"Roberts, O",242,Bevier Hall
ENVS 310,Natural Resource Economics,73098,Discussion/ Recitation,AD1,10:00AM - 10:50AM,F,"Endres, R",30,"Literatures, Cultures, & Ling"
ENVS 310,Natural Resource Economics,73099,Discussion/ Recitation,AD2,11:00AM - 11:50AM,F,"Endres, R",30,"Literatures, Cultures, & Ling"
ENVS 310,Natural Resource Economics,36782,Lecture-Discussion,AL1,10:00AM - 10:50AM,TR,"Endres, R",432,Armory
ENVS 330,Environmental Communications,40476,Lecture-Discussion,A,02:00PM - 03:20PM,TR,"Morgan, E",1038,"Literatures, Cultures, & Ling"
ENVS 406,Urban Ecology,63896,Lecture-Discussion,RW,12:30PM - 01:50PM,TR,"Walker, R",225,Temple Hoyne Buell Hall
ENVS 447,Environmental Sociology,48160,Lecture-Discussion,ZGG,09:00AM - 09:50AM,MWF,"Gille, Z",209,David Kinley Hall
ENVS 447,Environmental Sociology,55308,Lecture-Discussion,ZGU,09:00AM - 09:50AM,MWF,"Gille, Z",209,David Kinley Hall
ENVS 492,"Sustainability, Energy and Environment Capstone",67954,Lecture-Discussion,A,11:00AM - 12:20PM,TR,"Green, E",337,National Soybean Res Ctr
ENVS 492,"Sustainability, Energy and Environment Capstone",73714,Lecture-Discussion,B,11:00AM - 12:20PM,MW,"Green, E",337,National Soybean Res Ctr
ENVS 596,Interdisciplinary Tox Sem,33203,Laboratory-Discussion,A,12:00PM - 12:50PM,F,"Flaws, JSchantz, SYang, J",3526,Vet Med Basic Sciences Bldg
EPOL 310,Race and Cultural Diversity,75090,Discussion/ Recitation,D1,02:00PM - 03:50PM,R,"Moton, T",389,Education Building
EPOL 310,Race and Cultural Diversity,75091,Discussion/ Recitation,D2,02:00PM - 03:50PM,R,"Moton, T",385,Education Building
EPOL 310,Race and Cultural Diversity,77816,Discussion/ Recitation,D3,02:00PM - 03:50PM,R,"Moton, T",376,Education Building
EPOL 310,Race and Cultural Diversity,79694,Discussion/ Recitation,D4,02:00PM - 03:50PM,R,"Moton, T",320,Mumford Hall
EPOL 310,Race and Cultural Diversity,79698,Discussion/ Recitation,D5,02:00PM - 03:50PM,R,"Moton, T",137,Armory
EPOL 310,Race and Cultural Diversity,75092,Lecture,L,02:00PM - 03:50PM,T,"Moton, T",2,Education Building
EPOL 401,History of American Education,73289,Lecture-Discussion,A,04:00PM - 06:50PM,R,"Ransom, K",323,Education Building
EPOL 401,History of American Education,73290,Lecture-Discussion,B,04:00PM - 06:50PM,R,"Ransom, K",323,Education Building
EPOL 470,Principles of Human Resource Education,73371,Lecture-Discussion,A,09:00AM - 11:50AM,T,"Kwon, C",219,Gregory Hall
EPOL 470,Principles of Human Resource Education,73373,Lecture-Discussion,UG,09:00AM - 11:50AM,T,"Kwon, C",219,Gregory Hall
EPOL 473,Facilitation Skills,79677,Lecture-Discussion,B,09:00AM - 11:50AM,W,,223,David Kinley Hall
EPOL 483,Learning Technologies,73652,Lecture-Discussion,UG,09:00AM - 11:50AM,R,"Sung, J",219,Gregory Hall
EPOL 490,Special Study and Investigation,79356,Lecture-Discussion,IKS,01:00PM - 03:50PM,T,"Johnson, J",389,Education Building
EPOL 500,Proseminar in EPOL,72501,Lecture-Discussion,A,01:00PM - 03:50PM,M,"Rodriguez, G",386,Armory
EPOL 502,Education in the 20th Century,79357,Lecture-Discussion,A,01:00PM - 03:50PM,R,"Hale, J",323,Education Building
EPOL 516,Critical Race Theory and Education,73278,Lecture-Discussion,A,05:30PM - 09:20PM,T,"Flores, O",,
EPOL 535,Introduction to Educational Leadership,77414,Lecture-DiscussionLecture-DiscussionOnline,B  B  B,09:00AM - 12:00PM090009:00AM - 12:00PM173005:30PM - 09:30PM,S      S      T,"Herrmann, MHerrmann, MHerrmann, M",17,Education Building17 Education Buildingn.a.
EPOL 538,Supervision of Learning Environments,78428,Lecture-DiscussionLecture-DiscussionOnline,A  A  A,09:00AM - 11:50AM090009:00AM - 11:50AM173005:30PM - 09:30PM,S      S      W,"Rice, PRice, PRice, P",,
EPOL 551,Organization of Higher Education,73309,Lecture-Discussion,A,04:00PM - 06:50PM,T,"Gantz, S",,
EPOL 554,College Teaching,73826,Lecture-Discussion,A,05:00PM - 07:50PM,R,"Mason, C",214,Ceramics Building
EPOL 563,The College Student,73312,Lecture-Discussion,A,04:00PM - 06:50PM,W,"McKee, M",162,Education Building
EPOL 566,Public Policy in Higher Education,75182,Lecture-Discussion,A,04:00PM - 06:50PM,M,"Bennett, S",,
EPSY 201,Educational Psychology,33963,Discussion/ Recitation,AD1,09:00AM - 10:50AM,F,"Marchand, A",242,Education Building
EPSY 201,Educational Psychology,33965,Discussion/ Recitation,AD2,09:00AM - 10:50AM,F,"Marchand, A",,
EPSY 201,Educational Psychology,33966,Discussion/ Recitation,AD3,09:00AM - 10:50AM,F,"Marchand, A",103,Bevier Hall
EPSY 201,Educational Psychology,33967,Discussion/ Recitation,AD4,11:00AM - 12:50PM,F,"Marchand, A",242,Education Building
EPSY 201,Educational Psychology,33968,Discussion/ Recitation,AD5,11:00AM - 12:50PM,F,"Marchand, A",,
EPSY 201,Educational Psychology,33970,Discussion/ Recitation,AD7,01:00PM - 02:50PM,F,"Marchand, A",242,Education Building
EPSY 201,Educational Psychology,33961,Lecture,AL1,10:00AM - 10:50AM,W,"Marchand, A",112,Gregory Hall
EPSY 202,Exploring Cultural Diversity,32135,Discussion/ Recitation,AD1,01:00PM - 02:50PM,R,,135,English Building
EPSY 202,Exploring Cultural Diversity,32170,Discussion/ Recitation,AD3,10:00AM - 11:50AM,R,,382,Education Building
EPSY 202,Exploring Cultural Diversity,32174,Discussion/ Recitation,AD4,10:00AM - 11:50AM,W,,144,Armory
EPSY 202,Exploring Cultural Diversity,41837,Discussion/ Recitation,AD6,01:00PM - 02:50PM,F,,382,Education Building
EPSY 220,Career Theory and Practice,33998,Lecture-Discussion,B,03:00PM - 04:50PM,R,"Heimpel, NLi, X",17,Education Building
EPSY 220,Career Theory and Practice,33991,Lecture-Discussion,T,01:00PM - 02:50PM,M,"Heimpel, NLi, X",17,Education Building
EPSY 400,Psychology of Learning in Education,44201,Lecture-Discussion,G2,03:00PM - 05:50PM,T,"Gladstone, J",166,Education Building
EPSY 400,Psychology of Learning in Education,44203,Lecture-Discussion,G4,03:00PM - 05:50PM,T,"Gladstone, J",166,Education Building
EPSY 400,Psychology of Learning in Education,44204,Lecture-Discussion,U3,03:00PM - 05:50PM,T,"Gladstone, J",166,Education Building
EPSY 401,Child Language and Education,44173,Lecture-Discussion,G2,05:00PM - 07:50PM,R,"Christianson, K",166,Education Building
EPSY 401,Child Language and Education,44177,Lecture-Discussion,G4,05:00PM - 07:50PM,R,"Christianson, K",166,Education Building
EPSY 401,Child Language and Education,44179,Lecture-Discussion,U3,05:00PM - 07:50PM,R,"Christianson, K",166,Education Building
EPSY 402,Sociocultural Influence on Learning,44181,Lecture-Discussion,G2,01:00PM - 03:20PM,W,"Ruedas-Gracia, N",2,Education Building
EPSY 402,Sociocultural Influence on Learning,44182,Lecture-Discussion,G4,01:00PM - 03:20PM,W,"Ruedas-Gracia, N",2,Education Building
EPSY 402,Sociocultural Influence on Learning,44184,Lecture-Discussion,U3,01:00PM - 03:20PM,W,"Ruedas-Gracia, N",2,Education Building
EPSY 405,Personality and Soc Dev,41267,Lecture,GR,03:00PM - 05:20PM,W,"Ratner, K",23,Psychology Building
EPSY 405,Personality and Soc Dev,37974,Lecture,UG,03:00PM - 05:20PM,W,"Ratner, K",23,Psychology Building
EPSY 419,Counseling Psychology Pre-Practicum,74824,Lecture-Discussion,A,09:00AM - 11:50AM,W,"Kinderman, L",37,Education Building
EPSY 420,Theories of Psychotherapy,34001,Lecture-Discussion,A,09:00AM - 11:50AM,T,"Kinderman, L",101,Armory
EPSY 456,Human Performance and Cognition in Context,63804,Lecture,AG4,03:30PM - 04:50PM,TR,"Cromley, J",37,Education Building
EPSY 456,Human Performance and Cognition in Context,63803,Lecture,AU3,03:30PM - 04:50PM,TR,"Cromley, J",37,Education Building
EPSY 470,Introduction to Evaluation Theory,30283,Seminar,A,12:00PM - 02:50PM,T,"Avent, C",382,Education Building
EPSY 485,Assessing Student Performance,66121,Discussion/ Recitation,AD1,02:00PM - 03:50PM,T,"Moermond, VPoetzel, A",323,Education Building
EPSY 485,Assessing Student Performance,66122,Discussion/ Recitation,AD2,02:00PM - 03:50PM,T,"Mann, JPoetzel, A",22,Education Building
EPSY 485,Assessing Student Performance,67450,Discussion/ Recitation,AD3,02:00PM - 03:50PM,T,"Poetzel, A",17,Education Building
EPSY 485,Assessing Student Performance,67690,Lecture,ALG,01:00PM - 01:50PM,T,"Poetzel, A",2,Education Building
EPSY 485,Assessing Student Performance,34011,Lecture,ALU,01:00PM - 01:50PM,T,"Poetzel, A",2,Education Building
EPSY 487,Principles of Language Testing,33694,Lecture-Discussion,G4,01:00PM - 02:20PM,TR,"Tywoniw, R",166,Education Building
EPSY 487,Principles of Language Testing,33432,Lecture-Discussion,U3,01:00PM - 02:20PM,TR,"Tywoniw, R",166,Education Building
EPSY 490,Developments in Educational Psychology,48211,Lecture-Discussion,EG3,02:00PM - 03:20PM,MW,"Lindgren, R",214,Davenport Hall
EPSY 490,Developments in Educational Psychology,32239,Lecture-Discussion,EGD,02:00PM - 03:20PM,MW,"Lindgren, R",214,Davenport Hall
EPSY 492,History and Systems of Psychology,66289,Lecture-Discussion,NH,09:00AM - 11:50AM,W,"Khuri, M",389,Education Building
EPSY 508,Display/Interpretation of Data,71376,Lecture-Discussion,A,01:00PM - 03:50PM,R,"D'Angelo, C",110,Speech & Hearing Science Bldg
EPSY 510,Counseling Psych/Ethics ProSem,30285,Lecture-Discussion,A,02:00PM - 04:50PM,W,"Li, X",,
EPSY 520,Counseling Psychology Practicum,38854,Lecture,A,09:00AM - 11:50AM,F,"Khuri, M",382,Education Building
EPSY 520,Counseling Psychology Practicum,32258,Lecture,B,09:00AM - 11:50AM,F,"Khuri, M",382,Education Building
EPSY 520,Counseling Psychology Practicum,77029,Lecture-Discussion,E,01:00PM - 03:50PM,T,"Lewis, J",385,Education Building
EPSY 521,Group Counseling,61091,Lecture-Discussion,A,02:00PM - 04:50PM,W,"Lewis, J",125,English Building
EPSY 550,Methods of Educational Inquiry,72567,Lecture-Discussion,B,05:00PM - 07:50PM,M,"Hinze-Pifer, R",22,Education Building
EPSY 551,Seminar in Cognitive Science,48227,Lecture-Discussion,A,03:30PM - 04:50PM,TR,"Hummel, J",1002,Lincoln Hall
EPSY 555,Advanced Educational Technologies for Engagement and Interactive Learning,70820,Lecture-Discussion,A,02:00PM - 04:50PM,W,"D'Angelo, C",111,David Kinley Hall
EPSY 575,Mixed Method Inquiry,51233,Lecture-Discussion,A,11:00AM - 01:50PM,W,"Avent, C",301,Architecture Building
EPSY 579,Structural Equation Modeling,77030,Lecture-Discussion,A,04:00PM - 05:20PM,TR,"Xia, Y",1024,Lincoln Hall
EPSY 580,Statistical Inference in Education,30296,Lecture-Discussion,A,09:00AM - 10:50AM,TR,"Cromley, J",203,Turner Hall
EPSY 582,Advanced Statistical Methods,52010,Lecture,A,09:00AM - 10:50AM,TR,"Kern, J",162,Education Building
EPSY 584,Multivar Anlys in Psych and Ed,38134,Lecture-Discussion,A,02:30PM - 03:50PM,TR,"Xia, Y",138,Henry Administration Bldg
EPSY 585,Theories of Measurement I,34110,Lecture-Discussion,A,01:00PM - 03:50PM,T,"Zhang, J",,
EPSY 590,Advanced Seminar in Educational Psychology,52729,Lecture-Discussion,AC,12:30PM - 01:50PM,T,"D'Angelo, C",,
EPSY 590,Advanced Seminar in Educational Psychology,43279,Lecture-Discussion,AP,10:20AM - 11:50AM,F,"Khuri, M",,
EPSY 590,Advanced Seminar in Educational Psychology,34092,Lecture-Discussion,BH,12:00PM - 12:50PM,W,"Lewis, J",,
EPSY 590,Advanced Seminar in Educational Psychology,34095,Lecture-Discussion,BM,12:00PM - 12:50PM,M,"Goodnight, MKern, J",242,Education Building
EPSY 590,Advanced Seminar in Educational Psychology,41252,Lecture-Discussion,BOD,05:00PM - 07:50PM,W,"Lindgren, R",,
EPSY 590,Advanced Seminar in Educational Psychology,34099,Lecture-Discussion,CAT,09:00AM - 11:50AM,F,"Kern, J",376,Education Building
EPSY 590,Advanced Seminar in Educational Psychology,78103,Lecture-Discussion,GAI,01:00PM - 03:50PM,W,"Lane, H",166,Education Building
EPSY 590,Advanced Seminar in Educational Psychology,60849,Lecture-Discussion,LBT,12:00PM - 02:50PM,R,"Chen, L",382,Education Building
EPSY 590,Advanced Seminar in Educational Psychology,52853,Lecture-Discussion,MP,02:00PM - 04:50PM,M,"Perry, M",382,Education Building
EPSY 590,Advanced Seminar in Educational Psychology,34090,Seminar,QW,01:00PM - 04:50PM,W,"Goodnight, M",385,Education Building
ERAM 550,Methods of Educational Inquiry,77050,Lecture-Discussion,B,05:00PM - 07:50PM,M,"Hinze-Pifer, R",22,Education Building
ERAM 552,The Role of Theory in Educational Research,77372,Lecture-Discussion,A,01:00PM - 03:50PM,W,"Velazquez, M",389,Education Building
ERAM 555,Ethnographic Methods in Education,79681,Lecture-Discussion,A,09:00AM - 11:50AM,M,"Rodriguez, G",323,Education Building
ERAM 556,Program Evaluation,77774,Lecture-Discussion,A,05:00PM - 08:50PM,R,"Bruno, P",385,Education Building
