Course Code,Course Name,CRN,Type,Section,Time,Day,Instructor,Room Number,Building
PHYS 486,Quantum Physics I,32787,Discussion/ Recitation,D3,07:30PM - 08:50PM,R,,0018,Campus Instructional Facility
PHYS 487,Quantum Physics II,32796,Lecture,A,12:30PM - 01:50PM,MW,"Faulkner, T",144,Loomis Laboratory
PHYS 487,Quantum Physics II,32795,Discussion/ Recitation,D1,03:00PM - 04:20PM,W,,3038,Campus Instructional Facility
PHYS 487,Quantum Physics II,32794,Discussion/ Recitation,D2,04:30PM - 05:50PM,W,,3038,Campus Instructional Facility
PHYS 495,Where the Arts Meets Physics,78394,Lecture-DiscussionLecture-Discussion,A  A,03:00PM - 03:50PM150003:00PM - 04:50PM,W      M,"Vishveshwara, SVishveshwara, S",136,Loomis Laboratory136 Loomis Laboratory
PHYS 496,Communicating in Physics—Writing Papers and Giving Talks,66672,Lecture,A,02:00PM - 04:50PM,F,"Elliott, CHughes, TRaley, J",158,Loomis Laboratory
PHYS 503,Instrumentation Physics Applications of Machine Learning,78163,Lecture,A,01:00PM - 02:15PM,MW,"Neubauer, M",262,Loomis Laboratory
PHYS 505,Classical Electromagnetism,30700,Lecture,A,09:30AM - 10:50AM,TR,"Abbamonte, P",222,Loomis Laboratory
PHYS 508,Mathematical Physics I,52340,Lecture,A,09:30AM - 10:50AM,MW,"Stone, M",222,Loomis Laboratory
PHYS 514,Modern Atomic Physics,61065,Lecture,A,12:30PM - 01:50PM,TR,"Goldschmidt, E",276,Loomis Laboratory
PHYS 515,General Relativity I,34931,Lecture,A,01:00PM - 02:20PM,TR,"Leite Noronha, J",222,Loomis Laboratory
PHYS 523,Instrumentation and Applied Physics Project,78164,Laboratory,A,02:00PM - 04:50PM,TR,"Gollin, G",262,Loomis Laboratory
PHYS 524,Survey of Instrumentation and Laboratory Techniques,78165,Laboratory,A,01:00PM - 01:50PM,TR,"Gollin, G",262,Loomis Laboratory
PHYS 540,Astrophysics,53892,Lecture,A,11:00AM - 12:20PM,MW,"Mouschovias, T",134,Astronomy Building
PHYS 561,Condensed Matter Physics II,30721,Lecture,A,11:00AM - 12:20PM,TR,"Phillips, P",158,Loomis Laboratory
PHYS 565,Theory of Semicond & Devices,37128,Discussion/ Recitation,E,01:00PM - 01:50PM,MWF,"Rakheja, S",3015,Electrical & Computer Eng Bldg
PHYS 575,Particle Physics I,77333,Lecture,A,11:30AM - 12:50PM,MW,"El-Khadra, A",1038,Campus Instructional Facility
PHYS 580,Quantum Mechanics I,30709,Lecture,A,02:00PM - 03:20PM,MW,"Song, J",144,Loomis Laboratory
PHYS 582,General Field Theory,30717,Lecture,A,02:30PM - 03:50PM,MW,"Leigh, R",276,Loomis Laboratory
PHYS 596,Graduate Physics Orientation,51381,Lecture,A,10:00AM - 11:50AM,F,"Cooper, S",276,Loomis Laboratory
PHYS 598,Special Topics in Physics,42392,Lecture,CPA,01:30PM - 02:50PM,MW,"Gammie, C",222,Loomis Laboratory
PHYS 598,Special Topics in Physics,78576,Online Lecture,GTC,03:30PM - 04:50PM,TR,"Bradlyn, B",1020,Lincoln Hall
PHYS 598,Special Topics in Physics,77332,Lecture,NST,11:00AM - 12:20PM,TR,"Noronha-Hostler, JYunes, N",222,Loomis Laboratory
PHYS 598,Special Topics in Physics,60312,Lecture,TPH,02:00PM - 03:20PM,TR,"Fradkin, E",276,Loomis Laboratory
PLPA 405,Plant Disease Diagnosis & Mgmt,69567,Laboratory-DiscussionOnline Lecture Discussion,ONLONL,ARRANGED180006:00PM - 09:00PM,n.a.T,"Babadoost, MBabadoost, M",,
POL 101,Elementary Polish I,30571,Lecture-Discussion,X,10:00AM - 10:50AM,MTWR,"Gasyna, G",1126,"Literatures, Cultures, & Ling"
POL 201,Second Yr Polish I,38773,Lecture-Discussion,E,11:00AM - 11:50AM,MTWR,"Gasyna, G",1038,"Literatures, Cultures, & Ling"
PORT 400,Intensive Beginning Portuguese,77478,Lecture-Discussion,A,11:00AM - 12:20PM,TR,"Goebel, R",1022,"Literatures, Cultures, & Ling"
PORT 400,Intensive Beginning Portuguese,69902,Lecture-Discussion,D2,01:00PM - 01:50PM,MWF,"Goebel, R",1038,"Literatures, Cultures, & Ling"
PORT 401,Intensive Intermediate Portuguese,69906,Lecture-Discussion,X,02:00PM - 03:20PM,TR,"Goebel, R",36,"Literatures, Cultures, & Ling"
PORT 403,Readings in Portuguese,69907,Lecture-Discussion,D,12:30PM - 01:50PM,TR,"Goebel, R",17,"Literatures, Cultures, & Ling"
PORT 403,Readings in Portuguese,69972,Lecture-Discussion,U3,12:30PM - 01:50PM,TR,"Goebel, R",17,"Literatures, Cultures, & Ling"
PORT 460,Principles of Language Testing,33698,Lecture-Discussion,G4,01:00PM - 02:20PM,TR,"Tywoniw, R",166,Education Building
PORT 460,Principles of Language Testing,33438,Lecture-Discussion,U3,01:00PM - 02:20PM,TR,"Tywoniw, R",166,Education Building
PORT 489,Theoretical Foundations of SLA,33662,Lecture-Discussion,G4,02:00PM - 02:50PM,MWF,,429,Armory
PORT 489,Theoretical Foundations of SLA,33464,Lecture-Discussion,U3,02:00PM - 02:50PM,MWF,,429,Armory
PORT 559,Sem Romance Ling,44061,Lecture-Discussion,T,11:00AM - 12:20PM,TR,"MacDonald, J",1040,"Literatures, Cultures, & Ling"
PORT 571,Proseminar For Lang Tchg,33285,Lecture-Discussion,I,10:00AM - 12:50PM,F,"Henshaw, F",313,Davenport Hall
PORT 588,Sem Second Lang Learn,35553,Lecture-Discussion,MS,01:00PM - 02:20PM,MW,"Ionin, T",1136,"Literatures, Cultures, & Ling"
PORT 588,Sem Second Lang Learn,40998,Lecture-Discussion,XY,02:00PM - 03:20PM,TR,"Yan, X",23,"Literatures, Cultures, & Ling"
PS 100,Intro to Political Science,39363,Discussion/ Recitation,AD1,09:00AM - 09:50AM,F,,106,David Kinley Hall
PS 100,Intro to Political Science,58317,Discussion/ Recitation,AD2,10:00AM - 10:50AM,F,,106,David Kinley Hall
PS 100,Intro to Political Science,39365,Discussion/ Recitation,AD3,11:00AM - 11:50AM,F,,106,David Kinley Hall
PS 100,Intro to Political Science,39366,Discussion/ Recitation,AD4,01:00PM - 01:50PM,F,,106,David Kinley Hall
PS 100,Intro to Political Science,39367,Discussion/ Recitation,AD5,02:00PM - 02:50PM,F,,106,David Kinley Hall
PS 100,Intro to Political Science,39368,Discussion/ Recitation,AD6,10:00AM - 10:50AM,F,,310,David Kinley Hall
PS 100,Intro to Political Science,40264,Discussion/ Recitation,AD7,11:00AM - 11:50AM,F,,326,David Kinley Hall
PS 100,Intro to Political Science,58318,Discussion/ Recitation,AD8,01:00PM - 01:50PM,F,,326,David Kinley Hall
PS 100,Intro to Political Science,58872,Discussion/ Recitation,AD9,02:00PM - 02:50PM,F,,221,Gregory Hall
PS 100,Intro to Political Science,32817,Lecture,AL1,09:00AM - 09:50AM,MW,"Kourtikakis, K",114,David Kinley Hall
PS 100,Intro to Political Science,47375,Lecture-Discussion,B,11:00AM - 11:50AM,MWF,,217,Gregory Hall
PS 101,Intro to US Gov & Pol,38461,Discussion/ Recitation,BDA,01:00PM - 01:50PM,F,,108,David Kinley Hall
PS 101,Intro to US Gov & Pol,38463,Discussion/ Recitation,BDB,10:00AM - 10:50AM,F,,115,David Kinley Hall
PS 101,Intro to US Gov & Pol,38465,Discussion/ Recitation,BDC,05:00PM - 05:50PM,R,,111,David Kinley Hall
PS 101,Intro to US Gov & Pol,38468,Discussion/ Recitation,BDE,02:00PM - 02:50PM,F,,108,David Kinley Hall
PS 101,Intro to US Gov & Pol,38476,Lecture,BL1,04:00PM - 04:50PM,TR,,2,Education Building
PS 125,Washington Experience,70094,Lecture-Discussion,WA,12:00PM - 02:30PM,F,"Mayer, A",,
PS 152,The New Middle East,67906,Discussion/ Recitation,AD1,11:00AM - 11:50AM,F,,307,David Kinley Hall
PS 152,The New Middle East,67907,Discussion/ Recitation,AD2,02:00PM - 02:50PM,F,,322,David Kinley Hall
PS 152,The New Middle East,67908,Discussion/ Recitation,AD3,10:00AM - 10:50AM,F,,312,David Kinley Hall
PS 152,The New Middle East,67905,Lecture,AL1,02:00PM - 02:50PM,MW,"Livny, A",223,Gregory Hall
PS 153,The New East Asia,79469,Lecture-Discussion,A,02:00PM - 03:20PM,MW,"Yang, Y",222,David Kinley Hall
PS 180,IntroPolitics of Globalization,73040,Discussion/ Recitation,AD1,11:00AM - 11:50AM,F,,1120,"Literatures, Cultures, & Ling"
PS 180,IntroPolitics of Globalization,73041,Discussion/ Recitation,AD2,02:00PM - 02:50PM,F,,1120,"Literatures, Cultures, & Ling"
PS 180,IntroPolitics of Globalization,73042,Discussion/ Recitation,AD3,10:00AM - 10:50AM,F,,1120,"Literatures, Cultures, & Ling"
PS 180,IntroPolitics of Globalization,73039,Lecture,AL1,11:00AM - 11:50AM,MW,"Yang, Y",1090,Lincoln Hall
PS 199,Undergraduate Open Seminar,41344,Lecture-Discussion,CHP,03:30PM - 04:50PM,TR,"Althaus, S",136,Armory
PS 199,Undergraduate Open Seminar,67922,Lecture-Discussion,JM1,12:30PM - 01:50PM,TR,"Mondak, J",223,Gregory Hall
PS 201,US Racial & Ethnic Politics,39370,Discussion/ Recitation,AD1,09:00AM - 09:50AM,F,,222,David Kinley Hall
PS 201,US Racial & Ethnic Politics,39371,Discussion/ Recitation,AD2,10:00AM - 10:50AM,F,,111,David Kinley Hall
PS 201,US Racial & Ethnic Politics,39372,Discussion/ Recitation,AD3,02:00PM - 02:50PM,F,,212,David Kinley Hall
PS 201,US Racial & Ethnic Politics,39369,Lecture,AL1,10:00AM - 10:50AM,MW,"Wong, C",1090,Lincoln Hall
PS 202,Religion & Politics in the US,40308,Lecture-Discussion,A,09:30AM - 10:50AM,TR,"Rudolph, T",223,Gregory Hall
PS 214,American Indian Law & Politics,73392,Lecture-Discussion,A,09:30AM - 10:50AM,TR,"Pahre, B",115,David Kinley Hall
PS 230,Intro to Pol Research,58062,Discussion/ Recitation,AD1,09:00AM - 09:50AM,F,,138,Wohlers Hall
PS 230,Intro to Pol Research,58063,Discussion/ Recitation,AD2,10:00AM - 10:50AM,F,,138,Wohlers Hall
PS 230,Intro to Pol Research,58064,Discussion/ Recitation,AD3,01:00PM - 01:50PM,F,,323,Education Building
PS 230,Intro to Pol Research,58055,Lecture,AL1,09:00AM - 09:50AM,MW,,132,Bevier Hall
PS 250,Rise Up: Organizing Resistance,78193,Lecture-Discussion,A,12:30PM - 01:50PM,TR,"Khoury, R",1090,Lincoln Hall
PS 270,Intro to Political Theory,32842,Discussion/ Recitation,AD1,09:00AM - 09:50AM,F,,207,Gregory Hall
PS 270,Intro to Political Theory,32843,Discussion/ Recitation,AD2,10:00AM - 10:50AM,F,,222,David Kinley Hall
PS 270,Intro to Political Theory,32844,Discussion/ Recitation,AD3,11:00AM - 11:50AM,F,,222,David Kinley Hall
PS 270,Intro to Political Theory,32872,Discussion/ Recitation,AD4,01:00PM - 01:50PM,F,,212,David Kinley Hall
PS 270,Intro to Political Theory,51570,Discussion/ Recitation,AD5,02:00PM - 02:50PM,F,,307,David Kinley Hall
PS 270,Intro to Political Theory,54161,Discussion/ Recitation,AD6,03:00PM - 03:50PM,F,,221,Gregory Hall
PS 270,Intro to Political Theory,32873,Lecture,AL1,02:00PM - 02:50PM,TR,"Miller, B",150,Animal Sciences Laboratory
PS 272,Women and Politics,43097,Lecture-Discussion,A,02:00PM - 03:20PM,MW,,312,David Kinley Hall
PS 280,Intro to Intl Relations,43158,Discussion/ Recitation,BD2,10:00AM - 10:50AM,F,,236,Wohlers Hall
PS 280,Intro to Intl Relations,43159,Discussion/ Recitation,BD3,11:00AM - 11:50AM,F,,236,Wohlers Hall
PS 280,Intro to Intl Relations,43161,Discussion/ Recitation,BD4,02:00PM - 02:50PM,F,,236,Wohlers Hall
PS 280,Intro to Intl Relations,39376,Lecture,BL1,03:00PM - 03:50PM,MW,"Nagashima, D",223,Gregory Hall
PS 283,Intro to Intl Security,45256,Discussion/ Recitation,AD1,09:00AM - 09:50AM,F,,326,David Kinley Hall
PS 283,Intro to Intl Security,45257,Discussion/ Recitation,AD2,10:00AM - 10:50AM,F,,326,David Kinley Hall
PS 283,Intro to Intl Security,45258,Discussion/ Recitation,AD3,02:00PM - 02:50PM,F,,325,David Kinley Hall
PS 283,Intro to Intl Security,43861,Lecture,AL1,03:30PM - 04:20PM,TR,"Casler, D",132,Bevier Hall
PS 300,Special Topics,56249,Lecture-Discussion,A,02:00PM - 03:20PM,TR,,321,Gregory Hall
PS 300,Special Topics,66745,Lecture,GP,03:00PM - 04:20PM,MW,,212,David Kinley Hall
PS 300,Special Topics,56999,Lecture-Discussion,XD,09:30AM - 10:50AM,TR,"Dai, X",144,Armory
PS 301,The US Constitution I,30635,Lecture-Discussion,A,10:30AM - 11:50AM,MW,"Uribe-McGuire, A",2,Education Building
PS 302,The US Constitution II,64932,Lecture-Discussion,A,09:30AM - 10:50AM,TR,"Seitz, S",145,Armory
PS 303,The US Congress,43862,Lecture-Discussion,B,02:00PM - 03:20PM,TR,,148,Armory
PS 309,State Gov in the US,40367,Lecture-Discussion,A,11:00AM - 12:20PM,TR,"Gaines, B",206,David Kinley Hall
PS 310,Politics of Organizations,79640,Lecture-Discussion,A,11:00AM - 12:20PM,TR,,113,David Kinley Hall
PS 316,Latina/Latino Politics,38357,Lecture-Discussion,A,02:30PM - 03:50PM,TR,"Rodriguez, R",325,David Kinley Hall
PS 318,Interests Grps & Soc Movements,51559,Lecture-Discussion,A,11:00AM - 12:20PM,TR,"Hinchliffe, J",106,David Kinley Hall
PS 321,Principles of Public Policy,50644,Lecture-Discussion,WA,05:30PM - 07:30PM,W,"Howell, C",,
PS 330,Intro to Political Behavior,43210,Lecture-Discussion,A,02:00PM - 03:20PM,TR,"Ksiazkiewicz, A",319,Gregory Hall
PS 340,Politics in Intl Development,56876,Lecture-Discussion,A,03:30PM - 04:50PM,TR,,241,Armory
PS 348,Gov & Pol in Western Europe,39386,Lecture-Discussion,A,09:30AM - 10:50AM,TR,"Kourtikakis, K",1092,Lincoln Hall
PS 355,Democratization,47232,Lecture-Discussion,A,09:30AM - 10:50AM,TR,"Canache, D",166,Wohlers Hall
PS 356,Comparative Political Economy,51552,Lecture-Discussion,A,11:00AM - 12:20PM,TR,"Webb Williams, N",108,David Kinley Hall
PS 358,Comparative Political Behavior,55966,Lecture-DiscussionLecture-Discussion,A  A,12:30PM - 01:50PM123012:30PM - 01:50PM,R      T,"Canache, DCanache, D",236,Wohlers Hall328 Armory
PS 370,Justice in the Law,78187,Lecture-Discussion,A,03:30PM - 04:50PM,TR,"Miller, B",2101,Everitt Laboratory
PS 373,Democratic Theory,30642,Lecture-Discussion,A,12:30PM - 01:50PM,TR,"Seitz, S",206,David Kinley Hall
PS 379,Intl Rel & Domestic Politics,58357,Lecture-Discussion,A,12:30PM - 01:50PM,TR,"Casler, D",106,David Kinley Hall
PS 380,International Cooperation,47545,Lecture-Discussion,A,12:30PM - 01:50PM,TR,"Dai, X",158,Loomis Laboratory
PS 381,International Relations of East Asia,78192,Lecture-Discussion,A,01:30PM - 02:50PM,MW,"Nagashima, D",315,Gregory Hall
PS 383,Politics of Terrorism,79445,Lecture-Discussion,A,11:00AM - 12:20PM,TR,"Grossman, N",217,Noyes Laboratory
PS 385,Politics of the European Union,44147,Lecture-Discussion,A,02:00PM - 03:20PM,MW,"Kourtikakis, K",219,David Kinley Hall
PS 390,American Foreign Policy,46741,Lecture-Discussion,A,02:00PM - 03:20PM,TR,"Grossman, N",160,English Building
PS 413,"Sex, Power and Politics",61856,Lecture-Discussion,G,02:00PM - 04:50PM,T,"Nadeau, C",123,English Building
PS 413,"Sex, Power and Politics",61855,Lecture-Discussion,UG,02:00PM - 04:50PM,T,"Nadeau, C",123,English Building
PS 494,Junior Honors Seminar,60013,Lecture-Discussion,A,02:00PM - 03:20PM,MW,"Wong, C",322,David Kinley Hall
PS 495,Senior Honors Seminar,51556,Lecture-Discussion,A,03:30PM - 04:50PM,MW,"Livny, A",326,David Kinley Hall
PS 534,Modeling Heterogeneity,79667,Lecture,A,03:00PM - 05:50PM,W,"Regenwetter, M",21,Psychology Building
PS 590,Research in Selected Topics,26057,Lecture-Discussion,D,10:00AM - 01:00PM,F,"McDuffie, ERosas, GSin, G",133,1207 W Oregon
PS 596,Evaluating New Research,67385,Lecture-Discussion,PW1,12:00PM - 01:20PM,F,"Casler, D",404,David Kinley Hall
PSM 501,PSM Industry Seminar I,54911,Lecture-Discussion,A,05:00PM - 06:20PM,M,"Bosecker, N",166,Education Building
PSM 501,PSM Industry Seminar I,60375,Lecture-Discussion,B,05:00PM - 06:20PM,M,"Bosecker, N",166,Education Building
PSM 503,PSM Industry Seminar III,56168,Lecture-Discussion,A,05:00PM - 06:20PM,W,"Bosecker, N",107,Animal Sciences Laboratory
PSM 503,PSM Industry Seminar III,60376,Lecture-Discussion,B,05:00PM - 06:20PM,W,"Bosecker, N",107,Animal Sciences Laboratory
PSYC 100,Intro Psych,35690,Lecture-Discussion,A1,09:00AM - 09:50AM,MWF,"Travis, L",1066,Lincoln Hall
PSYC 100,Intro Psych,35695,Lecture-Discussion,A2,09:30AM - 10:50AM,TR,"Travis, L",17,Psychology Building
PSYC 100,Intro Psych,38866,Lecture-DiscussionLecture-Discussion,AAPAAP,02:00PM - 02:50PM140002:00PM - 03:20PM,W      TR,"Travis, LTravis, L",21,Psychology Building1051 Lincoln Hall
PSYC 100,Intro Psych,35699,Lecture-Discussion,B1,09:00AM - 09:50AM,MWF,"Travis, L",138,Henry Administration Bldg
PSYC 100,Intro Psych,52334,Lecture-Discussion,B2,11:00AM - 12:20PM,TR,"Travis, L",17,Psychology Building
PSYC 100,Intro Psych,50609,Lecture-Discussion,B3,09:00AM - 09:50AM,MWF,"Travis, L",17,Psychology Building
PSYC 100,Intro Psych,35704,Lecture-Discussion,B4,10:00AM - 10:50AM,MWF,"Travis, L",1060,Lincoln Hall
PSYC 100,Intro Psych,35716,Lecture-Discussion,C1,10:00AM - 10:50AM,MWF,"Travis, L",1028,Lincoln Hall
PSYC 100,Intro Psych,43472,Lecture-Discussion,C3,10:00AM - 10:50AM,MWF,"Travis, L",17,Psychology Building
PSYC 100,Intro Psych,35723,Lecture-Discussion,D1,11:00AM - 11:50AM,MWF,"Travis, L",138,Henry Administration Bldg
PSYC 100,Intro Psych,35726,Lecture-Discussion,D3,11:00AM - 11:50AM,MWF,"Travis, L",17,Psychology Building
PSYC 100,Intro Psych,35368,Lecture-Discussion,D4,09:00AM - 09:50AM,MWF,"Travis, L",1028,Lincoln Hall
PSYC 100,Intro Psych,35360,Lecture-Discussion,E1,12:00PM - 12:50PM,MWF,"Travis, L",1028,Lincoln Hall
PSYC 100,Intro Psych,35381,Lecture-Discussion,E3,09:00AM - 09:50AM,MWF,"Travis, L",608,Psychology Building
PSYC 100,Intro Psych,35389,Lecture-Discussion,F1,01:00PM - 01:50PM,MWF,"Travis, L",1024,Lincoln Hall
PSYC 100,Intro Psych,35403,Lecture-Discussion,F3,10:00AM - 10:50AM,MWF,"Travis, L",608,Psychology Building
PSYC 100,Intro Psych,43393,Lecture-Discussion,F4,01:00PM - 01:50PM,MWF,"Travis, L",1066,Lincoln Hall
PSYC 100,Intro Psych,35420,Lecture-Discussion,G1,02:00PM - 02:50PM,MWF,"Travis, L",1028,Lincoln Hall
PSYC 100,Intro Psych,35439,Lecture-Discussion,G2,01:00PM - 01:50PM,MWF,"Travis, L",1028,Lincoln Hall
PSYC 100,Intro Psych,35725,Lecture-Discussion,G3,02:00PM - 02:50PM,MWF,"Travis, L",17,Psychology Building
PSYC 100,Intro Psych,43394,Lecture-Discussion,G4,02:00PM - 02:50PM,MWF,"Travis, L",1066,Lincoln Hall
PSYC 100,Intro Psych,35719,Lecture-Discussion,H1,10:00AM - 10:50AM,MWF,"Travis, L",156,English Building
PSYC 100,Intro Psych,38867,Lecture-Discussion,H2,02:00PM - 02:50PM,MWF,"Travis, L",309,English Building
PSYC 100,Intro Psych,38869,Lecture-Discussion,J1,11:00AM - 12:20PM,TR,"Travis, L",1066,Lincoln Hall
PSYC 100,Intro Psych,35499,Lecture-Discussion,JS,09:30AM - 10:50AM,TR,"Travis, L",1060,Lincoln Hall
PSYC 100,Intro Psych,35455,Lecture-Discussion,K1,08:00AM - 09:20AM,TR,"Travis, L",1060,Lincoln Hall
PSYC 100,Intro Psych,38868,Lecture-Discussion,L2,02:00PM - 02:50PM,MWF,"Travis, L",149,English Building
PSYC 100,Intro Psych,35481,Lecture-Discussion,M1,11:00AM - 12:20PM,TR,"Travis, L",1060,Lincoln Hall
PSYC 100,Intro Psych,38870,Lecture-Discussion,M2,12:30PM - 01:50PM,TR,"Travis, L",336,Davenport Hall
PSYC 100,Intro Psych,35487,Lecture-Discussion,N1,12:30PM - 01:50PM,TR,"Travis, L",1060,Lincoln Hall
PSYC 100,Intro Psych,49229,Lecture-Discussion,N3,02:00PM - 03:20PM,TR,"Travis, L",1022,Lincoln Hall
PSYC 100,Intro Psych,35492,Lecture-Discussion,P1,02:00PM - 03:20PM,TR,"Travis, L",1060,Lincoln Hall
PSYC 100,Intro Psych,35394,Lecture-Discussion,P3,12:30PM - 01:50PM,TR,"Travis, L",1022,Lincoln Hall
PSYC 100,Intro Psych,35476,Lecture-Discussion,PRH,11:00AM - 12:00PM,MWF,"Travis, L",,
PSYC 100,Intro Psych,35507,Lecture-Discussion,R1,03:30PM - 04:50PM,TR,"Travis, L",1060,Lincoln Hall
PSYC 100,Intro Psych,35523,Lecture-Discussion,U1,10:00AM - 10:50AM,MWF,"Travis, L",40,Allen Residence Hall
PSYC 102,Psych Orientation,45138,Lecture,F01,11:00AM - 11:50AM,W,"Wynn, N",819,Psychology Building
PSYC 102,Psych Orientation,45139,Lecture,F02,10:00AM - 10:50AM,W,"Wynn, N",819,Psychology Building
PSYC 102,Psych Orientation,45140,Lecture,F03,11:00AM - 11:50AM,M,"Van Buer, L",27,Psychology Building
PSYC 102,Psych Orientation,45141,Lecture,F04,09:00AM - 09:50AM,T,"Walsh, L",27,Psychology Building
PSYC 102,Psych Orientation,45142,Lecture,F05,09:00AM - 09:50AM,R,"Vermillion, B",27,Psychology Building
PSYC 102,Psych Orientation,52426,Lecture,F06,11:00AM - 11:50AM,T,"Walsh, L",27,Psychology Building
PSYC 102,Psych Orientation,52564,Lecture,F07,10:00AM - 10:50AM,T,"Walsh, L",27,Psychology Building
PSYC 102,Psych Orientation,52565,Lecture,F08,01:00PM - 01:50PM,T,"Wynn, N",27,Psychology Building
PSYC 102,Psych Orientation,52566,Lecture,F09,02:00PM - 02:50PM,T,"Wynn, N",27,Psychology Building
PSYC 102,Psych Orientation,52568,Lecture,F10,09:00AM - 09:50AM,F,"Vermillion, B",21,Psychology Building
PSYC 102,Psych Orientation,52569,Lecture,F11,10:00AM - 10:50AM,F,"Vermillion, B",142,Psychology Building
PSYC 102,Psych Orientation,52567,Lecture,F12,03:00PM - 03:50PM,T,"Van Buer, L",27,Psychology Building
PSYC 102,Psych Orientation,65505,Lecture,F13,03:00PM - 03:50PM,F,"Walsh, L",27,Psychology Building
PSYC 102,Psych Orientation,65506,Lecture,F14,01:00PM - 01:50PM,R,"Wszalek, G",27,Psychology Building
PSYC 102,Psych Orientation,65507,Lecture,F15,02:00PM - 02:50PM,R,"Wszalek, G",27,Psychology Building
PSYC 102,Psych Orientation,65508,Lecture,F16,09:00AM - 09:50AM,F,"Walsh, L",27,Psychology Building
PSYC 102,Psych Orientation,65509,Lecture,F17,12:00PM - 12:50PM,W,"Van Buer, L",27,Psychology Building
PSYC 102,Psych Orientation,65510,Lecture,F18,09:00AM - 09:50AM,W,"Van Buer, L",27,Psychology Building
PSYC 102,Psych Orientation,65511,Lecture,F19,10:00AM - 10:50AM,F,"Walsh, L",27,Psychology Building
PSYC 102,Psych Orientation,65512,Lecture,F20,11:00AM - 11:50AM,F,"Walsh, L",27,Psychology Building
PSYC 102,Psych Orientation,66173,Lecture,F21,10:00AM - 10:50AM,W,"Van Buer, L",27,Psychology Building
PSYC 102,Psych Orientation,66174,Lecture,F22,10:00AM - 10:50AM,R,"Vermillion, B",27,Psychology Building
PSYC 102,Psych Orientation,66175,Lecture,F23,11:00AM - 11:50AM,R,"Vermillion, B",27,Psychology Building
PSYC 102,Psych Orientation,66176,Lecture,F24,11:00AM - 11:50AM,W,"Van Buer, L",27,Psychology Building
PSYC 102,Psych Orientation,66177,Lecture,F25,03:00PM - 03:50PM,R,"Wszalek, G",27,Psychology Building
PSYC 102,Psych Orientation,66178,Lecture,F26,04:00PM - 04:50PM,R,"Wszalek, G",27,Psychology Building
